Date,Open,High,Low,Close,Adj Close,Volume
1992-11-11,763.059998,763.719971,757.869995,757.869995,757.869995,0
1992-11-12,757.750000,760.679993,754.549988,758.270020,758.270020,0
1992-11-13,758.270020,761.450012,757.239990,761.450012,761.450012,0
1992-11-16,761.210022,763.919983,759.719971,763.869995,763.869995,0
1992-11-17,763.619995,773.609985,763.619995,773.450012,773.450012,0
1992-11-18,773.809998,778.469971,773.809998,776.619995,776.619995,0
1992-11-19,776.500000,783.809998,776.440002,783.710022,783.710022,0
1992-11-20,783.229980,784.919983,779.619995,779.789978,779.789978,0
1992-11-23,779.979980,782.390015,778.869995,778.869995,778.869995,0
1992-11-24,777.859985,777.859985,765.760010,769.640015,769.640015,0
1992-11-25,769.640015,770.250000,766.349976,768.580017,768.580017,0
1992-11-26,768.340027,768.340027,762.090027,764.330017,764.330017,0
1992-11-27,764.080017,764.729980,757.969971,761.219971,761.219971,0
1992-11-30,761.580017,762.479980,759.640015,762.479980,762.479980,0
1992-12-01,762.479980,762.479980,759.190002,760.099976,760.099976,0
1992-12-02,759.739990,762.169983,757.489990,759.909973,759.909973,0
1992-12-03,759.650024,759.650024,750.640015,751.539978,751.539978,0
1992-12-04,751.280029,754.869995,750.700012,754.309998,754.309998,0
1992-12-07,754.070007,755.750000,751.219971,755.750000,755.750000,0
1992-12-08,null,null,null,null,null,null
1992-12-09,755.719971,758.429993,752.780029,754.700012,754.700012,0
1992-12-10,756.140015,756.140015,750.460022,751.969971,751.969971,0
1992-12-11,751.520020,751.520020,740.239990,742.679993,742.679993,0
1992-12-14,742.919983,749.140015,741.539978,749.140015,749.140015,0
1992-12-15,749.520020,752.940002,749.520020,751.809998,751.809998,0
1992-12-16,752.059998,752.059998,738.770020,738.770020,738.770020,0
1992-12-17,738.530029,738.530029,720.950012,720.950012,720.950012,0
1992-12-18,720.820007,721.049988,713.890015,716.770020,716.770020,0
1992-12-21,717.010010,722.900024,716.500000,722.900024,722.900024,0
1992-12-22,723.270020,739.429993,723.270020,739.429993,739.429993,0
1992-12-23,739.260010,752.409973,739.260010,752.309998,752.309998,0
1992-12-24,null,null,null,null,null,null
1992-12-25,null,null,null,null,null,null
1992-12-28,752.299988,754.880005,751.609985,752.859985,752.859985,0
1992-12-29,752.219971,754.080017,749.169983,749.429993,749.429993,0
1992-12-30,749.690002,751.760010,744.030029,747.700012,747.700012,0
1992-12-31,null,null,null,null,null,null
1993-01-01,null,null,null,null,null,null
1993-01-04,747.309998,747.309998,723.020020,723.020020,723.020020,0
1993-01-05,722.750000,737.130005,722.750000,736.330017,736.330017,0
1993-01-06,null,null,null,null,null,null
1993-01-07,736.450012,736.450012,730.789978,730.960022,730.960022,0
1993-01-08,730.710022,731.979980,724.919983,725.799988,725.799988,0
1993-01-11,725.989990,725.989990,719.909973,721.349976,721.349976,0
1993-01-12,721.289978,721.299988,715.479980,716.229980,716.229980,0
1993-01-13,716.469971,716.969971,712.549988,712.570007,712.570007,0
1993-01-14,712.369995,714.210022,710.080017,712.239990,712.239990,0
1993-01-15,712.239990,714.640015,711.630005,712.059998,712.059998,0
1993-01-18,712.250000,719.080017,712.250000,719.080017,719.080017,0
1993-01-19,719.159973,730.799988,719.090027,730.640015,730.640015,0
1993-01-20,731.000000,732.609985,729.299988,731.099976,731.099976,0
1993-01-21,730.909973,734.919983,730.909973,732.400024,732.400024,0
1993-01-22,732.400024,732.750000,727.929993,730.969971,730.969971,0
1993-01-25,730.969971,730.969971,726.179993,728.190002,728.190002,0
1993-01-26,728.309998,743.710022,728.309998,743.710022,743.710022,0
1993-01-27,744.099976,763.590027,744.099976,760.969971,760.969971,0
1993-01-28,760.969971,765.409973,760.969971,763.460022,763.460022,0
1993-01-29,763.520020,771.460022,763.320007,771.400024,771.400024,0
1993-02-01,771.849976,787.979980,771.849976,787.979980,787.979980,0
1993-02-02,788.590027,794.909973,787.309998,788.270020,788.270020,0
1993-02-03,788.340027,797.479980,788.340027,797.190002,797.190002,0
1993-02-04,797.190002,805.919983,795.239990,795.239990,795.239990,0
1993-02-05,795.219971,806.000000,795.219971,801.390015,801.390015,0
1993-02-08,801.030029,801.030029,799.119995,799.150024,799.150024,0
1993-02-09,798.539978,799.380005,793.549988,795.900024,795.900024,0
1993-02-10,795.830017,795.830017,790.080017,791.250000,791.250000,0
1993-02-11,791.250000,791.250000,782.750000,782.750000,782.750000,0
1993-02-12,782.750000,791.179993,782.750000,791.010010,791.010010,0
1993-02-15,791.140015,801.330017,791.140015,801.330017,801.330017,0
1993-02-16,801.719971,815.250000,801.719971,815.179993,815.179993,0
1993-02-17,815.049988,815.049988,804.330017,807.380005,807.380005,0
1993-02-18,807.119995,816.609985,807.119995,815.630005,815.630005,0
1993-02-19,815.500000,819.880005,815.400024,818.020020,818.020020,0
1993-02-22,818.020020,837.190002,818.020020,837.119995,837.119995,0
1993-02-23,837.059998,837.530029,831.510010,831.669983,831.669983,0
1993-02-24,831.409973,831.409973,820.570007,820.570007,820.570007,0
1993-02-25,820.570007,826.090027,820.510010,826.070007,826.070007,0
1993-02-26,826.210022,837.280029,826.210022,837.119995,837.119995,0
1993-03-01,837.380005,857.330017,837.380005,857.330017,857.330017,0
1993-03-02,857.260010,860.250000,853.250000,860.080017,860.080017,0
1993-03-03,859.960022,871.010010,859.960022,860.169983,860.169983,0
1993-03-04,860.349976,860.530029,853.890015,854.150024,854.150024,0
1993-03-05,854.020020,859.559998,854.020020,858.309998,858.309998,0
1993-03-08,858.440002,858.440002,854.450012,854.750000,854.750000,0
1993-03-09,854.940002,861.409973,854.940002,855.969971,855.969971,0
1993-03-10,855.960022,855.960022,844.559998,846.700012,846.700012,0
1993-03-11,846.510010,846.530029,832.969971,838.729980,838.729980,0
1993-03-12,838.799988,838.830017,834.049988,836.229980,836.229980,0
1993-03-15,836.409973,841.760010,836.369995,840.849976,840.849976,0
1993-03-16,841.039978,841.039978,837.190002,838.080017,838.080017,0
1993-03-17,838.210022,838.299988,829.669983,829.739990,829.739990,0
1993-03-18,829.809998,829.809998,825.330017,827.760010,827.760010,0
1993-03-19,827.820007,827.820007,816.950012,816.950012,816.950012,0
1993-03-22,816.330017,816.330017,782.909973,783.859985,783.859985,0
1993-03-23,784.119995,785.000000,778.289978,778.289978,778.289978,0
1993-03-24,778.289978,779.520020,770.530029,778.830017,778.830017,0
1993-03-25,778.700012,786.750000,778.700012,781.890015,781.890015,0
1993-03-26,782.979980,791.400024,782.979980,791.400024,791.400024,0
1993-03-29,792.280029,799.340027,792.280029,797.659973,797.659973,0
1993-03-30,798.000000,798.000000,790.849976,791.679993,791.679993,0
1993-03-31,791.169983,791.179993,777.359985,778.690002,778.690002,0
1993-04-01,778.239990,778.239990,764.659973,769.479980,769.479980,0
1993-04-02,769.440002,769.440002,765.630005,767.590027,767.590027,0
1993-04-05,767.229980,769.030029,765.460022,769.030029,769.030029,0
1993-04-06,769.150024,779.489990,769.150024,778.309998,778.309998,0
1993-04-07,778.119995,779.609985,777.429993,779.250000,779.250000,0
1993-04-08,779.119995,783.049988,779.030029,783.039978,783.039978,0
1993-04-09,null,null,null,null,null,null
1993-04-12,null,null,null,null,null,null
1993-04-13,783.039978,790.150024,783.039978,789.190002,789.190002,0
1993-04-14,788.940002,788.940002,779.609985,779.859985,779.859985,0
1993-04-15,779.729980,779.729980,775.270020,775.270020,775.270020,0
1993-04-16,775.010010,775.010010,759.809998,765.460022,765.460022,0
1993-04-19,765.590027,771.760010,765.590027,771.760010,771.760010,0
1993-04-20,771.700012,771.700012,767.630005,769.190002,769.190002,0
1993-04-21,768.940002,771.969971,767.719971,771.969971,771.969971,0
1993-04-22,771.780029,781.190002,771.780029,780.539978,780.539978,0
1993-04-23,779.960022,783.409973,778.799988,778.880005,778.880005,0
1993-04-26,778.369995,778.369995,771.059998,771.520020,771.520020,0
1993-04-27,771.450012,774.349976,770.770020,771.909973,771.909973,0
1993-04-28,772.549988,775.239990,769.530029,769.539978,769.539978,0
1993-04-29,769.669983,769.669983,760.640015,764.099976,764.099976,0
1993-04-30,764.289978,766.500000,763.090027,763.849976,763.849976,0
1993-05-03,763.979980,763.979980,757.200012,761.750000,761.750000,0
1993-05-04,761.799988,764.979980,761.799988,764.820007,764.820007,0
1993-05-05,764.750000,764.750000,761.099976,764.280029,764.280029,0
1993-05-06,764.219971,771.309998,764.150024,770.289978,770.289978,0
1993-05-07,770.289978,771.450012,767.640015,770.349976,770.349976,0
1993-05-10,769.989990,770.340027,766.799988,769.190002,769.190002,0
1993-05-11,769.250000,770.140015,766.820007,769.130005,769.130005,0
1993-05-12,769.130005,778.179993,769.099976,777.179993,777.179993,0
1993-05-13,777.049988,789.260010,777.030029,789.020020,789.020020,0
1993-05-14,789.140015,790.929993,785.719971,790.650024,790.650024,0
1993-05-17,790.530029,795.530029,790.359985,795.530029,795.530029,0
1993-05-18,795.919983,803.419983,795.919983,800.599976,800.599976,0
1993-05-19,800.359985,800.359985,796.559998,798.890015,798.890015,0
1993-05-20,null,null,null,null,null,null
1993-05-21,799.090027,801.369995,799.059998,800.340027,800.340027,0
1993-05-24,799.979980,799.979980,791.320007,791.690002,791.690002,0
1993-05-25,792.059998,796.229980,791.859985,794.960022,794.960022,0
1993-05-26,794.640015,796.229980,794.270020,796.210022,796.210022,0
1993-05-27,796.340027,799.039978,795.659973,797.460022,797.460022,0
1993-05-28,797.650024,798.869995,797.119995,797.549988,797.549988,0
1993-05-31,null,null,null,null,null,null
1993-06-01,797.359985,797.359985,791.469971,793.940002,793.940002,0
1993-06-02,793.940002,800.130005,793.940002,800.030029,800.030029,0
1993-06-03,800.150024,805.840027,800.150024,805.630005,805.630005,0
1993-06-04,805.760010,815.900024,805.760010,815.770020,815.770020,0
1993-06-07,816.289978,826.080017,816.289978,822.049988,822.049988,0
1993-06-08,821.789978,822.380005,817.299988,820.479980,820.479980,0
1993-06-09,820.469971,827.090027,820.469971,825.299988,825.299988,0
1993-06-10,null,null,null,null,null,null
1993-06-11,825.619995,838.530029,825.590027,837.729980,837.729980,0
1993-06-14,837.859985,850.640015,837.859985,850.190002,850.190002,0
1993-06-15,849.929993,849.979980,840.549988,844.369995,844.369995,0
1993-06-16,844.119995,844.130005,836.169983,839.510010,839.510010,0
1993-06-17,839.510010,842.030029,833.140015,833.140015,833.140015,0
1993-06-18,833.260010,840.849976,832.969971,838.989990,838.989990,0
1993-06-21,838.859985,848.090027,838.859985,848.090027,848.090027,0
1993-06-22,848.330017,861.840027,848.330017,856.869995,856.869995,0
1993-06-23,856.500000,860.650024,854.039978,859.700012,859.700012,0
1993-06-24,859.580017,860.840027,856.450012,856.450012,856.450012,0
1993-06-25,856.330017,856.570007,852.539978,853.190002,853.190002,0
1993-06-28,853.619995,861.549988,853.619995,860.530029,860.530029,0
1993-06-29,860.400024,862.549988,856.080017,857.390015,857.390015,0
1993-06-30,857.520020,858.919983,851.679993,851.700012,851.700012,0
1993-07-01,851.770020,853.940002,849.280029,852.580017,852.580017,0
1993-07-02,852.460022,852.460022,839.460022,840.000000,840.000000,0
1993-07-05,840.010010,840.309998,825.020020,825.450012,825.450012,0
1993-07-06,825.489990,830.219971,825.390015,829.909973,829.909973,0
1993-07-07,829.849976,834.489990,828.789978,834.489990,834.489990,0
1993-07-08,834.369995,859.380005,834.369995,859.020020,859.020020,0
1993-07-09,859.020020,882.880005,859.020020,868.390015,868.390015,0
1993-07-12,868.390015,878.210022,868.299988,876.750000,876.750000,0
1993-07-13,876.690002,876.700012,867.130005,869.640015,869.640015,0
1993-07-14,869.460022,871.710022,861.539978,871.340027,871.340027,0
1993-07-15,871.520020,878.330017,871.520020,876.859985,876.859985,0
1993-07-16,876.929993,880.729980,873.440002,877.989990,877.989990,0
1993-07-19,878.119995,900.450012,878.090027,898.770020,898.770020,0
1993-07-20,898.650024,909.210022,898.650024,903.960022,903.960022,0
1993-07-21,903.650024,912.570007,900.289978,912.570007,912.570007,0
1993-07-22,912.450012,924.179993,912.450012,923.250000,923.250000,0
1993-07-23,922.900024,938.270020,921.440002,936.900024,936.900024,0
1993-07-26,936.960022,962.469971,936.840027,962.419983,962.419983,0
1993-07-27,963.000000,989.780029,963.000000,976.119995,976.119995,0
1993-07-28,974.960022,974.960022,955.559998,969.469971,969.469971,0
1993-07-29,969.349976,972.539978,966.580017,969.809998,969.809998,0
1993-07-30,970.169983,970.169983,947.539978,948.590027,948.590027,0
1993-08-02,948.469971,951.090027,929.359985,950.619995,950.619995,0
1993-08-03,950.619995,981.700012,950.619995,981.369995,981.369995,0
1993-08-04,981.619995,999.229980,981.619995,982.000000,982.000000,0
1993-08-05,982.229980,985.859985,975.619995,981.599976,981.599976,0
1993-08-06,982.179993,989.270020,980.419983,989.200012,989.200012,0
1993-08-09,989.200012,1005.679993,988.299988,1005.030029,1005.030029,0
1993-08-10,1005.030029,1013.880005,1005.030029,1009.700012,1009.700012,0
1993-08-11,1009.940002,1012.539978,1001.690002,1005.880005,1005.880005,0
1993-08-12,1005.940002,1019.690002,999.729980,1006.349976,1006.349976,0
1993-08-13,1006.599976,1006.599976,997.919983,1000.640015,1000.640015,0
1993-08-16,1001.109985,1001.109985,989.609985,989.630005,989.630005,0
1993-08-17,989.510010,989.510010,972.799988,980.770020,980.770020,0
1993-08-18,980.650024,994.229980,980.650024,994.229980,994.229980,0
1993-08-19,994.229980,1003.070007,994.229980,999.359985,999.359985,0
1993-08-20,999.359985,1003.200012,998.140015,1000.659973,1000.659973,0
1993-08-23,1000.659973,1000.690002,985.400024,987.359985,987.359985,0
1993-08-24,986.159973,998.940002,986.159973,995.780029,995.780029,0
1993-08-25,995.950012,1008.239990,995.950012,1003.750000,1003.750000,0
1993-08-26,1004.059998,1010.109985,1004.059998,1006.179993,1006.179993,0
1993-08-27,1005.710022,1005.710022,999.729980,1004.239990,1004.239990,0
1993-08-30,1004.700012,1010.049988,1004.539978,1007.750000,1007.750000,0
1993-08-31,1007.770020,1015.729980,1007.770020,1014.080017,1014.080017,0
1993-09-01,1013.729980,1014.309998,1004.469971,1014.309998,1014.309998,0
1993-09-02,1014.650024,1016.570007,1013.510010,1015.190002,1015.190002,0
1993-09-03,1015.440002,1024.939941,1015.109985,1018.960022,1018.960022,0
1993-09-06,1019.140015,1020.969971,1013.539978,1019.130005,1019.130005,0
1993-09-07,1019.130005,1020.320007,1012.169983,1012.169983,1012.169983,0
1993-09-08,1011.979980,1011.979980,963.260010,970.809998,970.809998,0
1993-09-09,970.929993,974.700012,960.140015,974.190002,974.190002,0
1993-09-10,972.909973,976.960022,956.989990,975.770020,975.770020,0
1993-09-13,975.770020,990.469971,975.770020,988.210022,988.210022,0
1993-09-14,988.679993,991.330017,985.580017,985.900024,985.900024,0
1993-09-15,985.900024,985.900024,971.270020,971.270020,971.270020,0
1993-09-16,971.390015,971.390015,957.130005,958.849976,958.849976,0
1993-09-17,958.969971,968.729980,958.969971,965.929993,965.929993,0
1993-09-20,966.969971,979.330017,966.969971,976.250000,976.250000,0
1993-09-21,975.880005,985.309998,975.880005,976.799988,976.799988,0
1993-09-22,974.469971,974.469971,946.179993,949.789978,949.789978,0
1993-09-23,949.909973,962.909973,949.909973,958.200012,958.200012,0
1993-09-24,958.200012,958.200012,942.869995,943.270020,943.270020,0
1993-09-27,943.289978,958.489990,943.289978,956.409973,956.409973,0
1993-09-28,956.299988,966.820007,956.299988,961.159973,961.159973,0
1993-09-29,961.049988,961.059998,953.630005,953.849976,953.849976,0
1993-09-30,953.849976,963.280029,953.849976,962.869995,962.869995,0
1993-10-01,962.520020,968.679993,960.020020,968.679993,968.679993,0
1993-10-04,968.679993,976.429993,964.369995,976.159973,976.159973,0
1993-10-05,976.409973,998.169983,976.409973,998.010010,998.010010,0
1993-10-06,999.179993,1011.650024,999.179993,1002.760010,1002.760010,0
1993-10-07,1002.760010,1004.099976,995.119995,1002.030029,1002.030029,0
1993-10-08,1001.679993,1007.340027,996.840027,1007.309998,1007.309998,0
1993-10-11,1007.309998,1027.199951,1007.309998,1027.130005,1027.130005,0
1993-10-12,1027.130005,1034.760010,1023.409973,1034.530029,1034.530029,0
1993-10-13,1034.989990,1042.599976,1034.510010,1037.609985,1037.609985,0
1993-10-14,1037.750000,1037.750000,1028.939941,1033.939941,1033.939941,0
1993-10-15,1034.290039,1044.089966,1033.390015,1043.829956,1043.829956,0
1993-10-18,1043.829956,1077.949951,1043.829956,1077.560059,1077.560059,0
1993-10-19,1077.680054,1078.540039,1071.060059,1078.229980,1078.229980,0
1993-10-20,1078.229980,1081.619995,1071.770020,1072.800049,1072.800049,0
1993-10-21,1072.800049,1073.390015,1061.819946,1071.010010,1071.010010,0
1993-10-22,1071.819946,1077.569946,1071.819946,1074.579956,1074.579956,0
1993-10-25,1074.660034,1078.689941,1067.329956,1071.500000,1071.500000,0
1993-10-26,null,null,null,null,null,null
1993-10-27,1071.319946,1071.319946,1064.640015,1071.130005,1071.130005,0
1993-10-28,1070.670044,1073.449951,1066.540039,1070.900024,1070.900024,0
1993-10-29,1071.479980,1086.160034,1071.479980,1086.020020,1086.020020,0
1993-11-01,null,null,null,null,null,null
1993-11-02,1086.510010,1096.459961,1086.510010,1094.430054,1094.430054,0
1993-11-03,1094.569946,1095.410034,1085.540039,1085.579956,1085.579956,0
1993-11-04,1084.770020,1084.770020,1066.859985,1069.439941,1069.439941,0
1993-11-05,1069.560059,1069.560059,1047.920044,1055.229980,1055.229980,0
1993-11-08,1055.300049,1068.479980,1055.290039,1063.520020,1063.520020,0
1993-11-09,1063.640015,1069.069946,1062.219971,1069.069946,1069.069946,0
1993-11-10,1069.540039,1076.329956,1063.750000,1067.329956,1067.329956,0
1993-11-11,1067.199951,1067.199951,1052.530029,1054.729980,1054.729980,0
1993-11-12,1054.979980,1054.979980,1043.339966,1052.810059,1052.810059,0
1993-11-15,1053.390015,1064.739990,1053.390015,1064.339966,1064.339966,0
1993-11-16,1064.400024,1069.319946,1064.400024,1067.599976,1067.599976,0
1993-11-17,1067.599976,1073.589966,1067.599976,1073.489990,1073.489990,0
1993-11-18,1073.489990,1082.319946,1073.489990,1078.439941,1078.439941,0
1993-11-19,1078.089966,1081.180054,1074.750000,1077.770020,1077.770020,0
1993-11-22,1077.890015,1077.890015,1067.319946,1069.989990,1069.989990,0
1993-11-23,1069.989990,1069.989990,1051.030029,1054.849976,1054.849976,0
1993-11-24,1054.849976,1056.829956,1043.319946,1049.010010,1049.010010,0
1993-11-25,1049.130005,1055.229980,1049.030029,1054.069946,1054.069946,0
1993-11-26,1054.069946,1055.729980,1047.069946,1047.160034,1047.160034,0
1993-11-29,1047.160034,1047.199951,1039.839966,1042.500000,1042.500000,0
1993-11-30,1042.689941,1057.150024,1042.689941,1057.010010,1057.010010,0
1993-12-01,1057.010010,1065.520020,1057.010010,1064.750000,1064.750000,0
1993-12-02,1064.500000,1077.339966,1064.500000,1070.569946,1070.569946,0
1993-12-03,1070.339966,1081.349976,1069.790039,1081.349976,1081.349976,0
1993-12-06,1081.819946,1097.739990,1081.819946,1091.780029,1091.780029,0
1993-12-07,1091.839966,1094.319946,1084.449951,1086.719971,1086.719971,0
1993-12-08,null,null,null,null,null,null
