Date,Open,High,Low,Close,Adj Close,Volume
1993-12-09,1086.780029,1100.390015,1086.780029,1096.619995,1096.619995,0
1993-12-10,1096.680054,1096.680054,1090.959961,1095.750000,1095.750000,0
1993-12-13,1095.750000,1103.410034,1093.969971,1098.650024,1098.650024,0
1993-12-14,1098.589966,1098.589966,1089.709961,1089.709961,1089.709961,0
1993-12-15,1089.670044,1089.670044,1079.790039,1079.790039,1079.790039,0
1993-12-16,1079.920044,1086.660034,1079.920044,1084.030029,1084.030029,0
1993-12-17,1084.030029,1087.109985,1079.869995,1079.869995,1079.869995,0
1993-12-20,1079.689941,1082.329956,1079.420044,1079.810059,1079.810059,0
1993-12-21,1079.930054,1081.119995,1072.239990,1075.400024,1075.400024,0
1993-12-22,1075.400024,1077.900024,1073.439941,1077.099976,1077.099976,0
1993-12-23,1077.099976,1100.949951,1077.099976,1100.949951,1100.949951,0
1993-12-24,null,null,null,null,null,null
1993-12-27,1101.010010,1126.150024,1101.010010,1123.790039,1123.790039,0
1993-12-28,1123.790039,1133.170044,1119.780029,1124.400024,1124.400024,0
1993-12-29,1124.160034,1124.160034,1116.270020,1118.280029,1118.280029,0
1993-12-30,1118.280029,1129.300049,1118.219971,1128.780029,1128.780029,0
1993-12-31,null,null,null,null,null,null
1994-01-03,1128.719971,1149.930054,1124.719971,1149.560059,1149.560059,0
1994-01-04,1149.439941,1162.780029,1149.439941,1162.699951,1162.699951,0
1994-01-05,1162.760010,1169.640015,1162.760010,1166.530029,1166.530029,0
1994-01-06,null,null,null,null,null,null
1994-01-07,1166.060059,1166.060059,1157.079956,1161.900024,1161.900024,0
1994-01-10,1162.020020,1173.829956,1162.020020,1169.619995,1169.619995,0
1994-01-11,1169.630005,1189.369995,1169.630005,1181.310059,1181.310059,0
1994-01-12,1180.729980,1192.390015,1180.359985,1192.209961,1192.209961,0
1994-01-13,1191.510010,1191.510010,1173.949951,1173.949951,1173.949951,0
1994-01-14,1173.770020,1177.689941,1163.760010,1177.689941,1177.689941,0
1994-01-17,1178.500000,1199.390015,1178.010010,1195.250000,1195.250000,0
1994-01-18,1194.550049,1203.589966,1190.250000,1198.069946,1198.069946,0
1994-01-19,1199.000000,1211.369995,1198.630005,1205.939941,1205.939941,0
1994-01-20,1205.819946,1207.060059,1191.609985,1193.420044,1193.420044,0
1994-01-21,1192.489990,1192.489990,1179.869995,1184.520020,1184.520020,0
1994-01-24,1184.520020,1184.520020,1167.530029,1178.650024,1178.650024,0
1994-01-25,1179.079956,1190.939941,1179.079956,1189.050049,1189.050049,0
1994-01-26,1188.880005,1189.869995,1180.500000,1189.449951,1189.449951,0
1994-01-27,1189.449951,1201.069946,1189.449951,1193.270020,1193.270020,0
1994-01-28,1193.619995,1202.229980,1193.619995,1201.040039,1201.040039,0
1994-01-31,1201.040039,1215.380005,1201.040039,1215.380005,1215.380005,0
1994-02-01,1216.660034,1230.510010,1216.660034,1222.250000,1222.250000,0
1994-02-02,1222.250000,1223.630005,1220.359985,1220.510010,1220.510010,0
1994-02-03,1220.510010,1220.579956,1209.410034,1209.969971,1209.969971,0
1994-02-04,1210.030029,1210.030029,1196.339966,1206.069946,1206.069946,0
1994-02-07,1206.069946,1206.069946,1181.949951,1192.640015,1192.640015,0
1994-02-08,1193.219971,1205.689941,1193.219971,1203.040039,1203.040039,0
1994-02-09,1202.459961,1203.050049,1194.750000,1198.949951,1198.949951,0
1994-02-10,1199.189941,1205.449951,1199.189941,1202.900024,1202.900024,0
1994-02-11,1202.319946,1202.319946,1181.290039,1181.839966,1181.839966,0
1994-02-14,1182.189941,1187.339966,1178.719971,1178.719971,1178.719971,0
1994-02-15,1177.920044,1177.920044,1165.689941,1174.430054,1174.430054,0
1994-02-16,1175.130005,1184.109985,1175.130005,1184.109985,1184.109985,0
1994-02-17,1184.000000,1184.060059,1176.270020,1177.040039,1177.040039,0
1994-02-18,1177.619995,1180.270020,1166.589966,1172.349976,1172.349976,0
1994-02-21,1171.420044,1171.420044,1162.109985,1167.589966,1167.589966,0
1994-02-22,1167.589966,1172.640015,1166.079956,1170.239990,1170.239990,0
1994-02-23,1170.359985,1181.099976,1170.359985,1178.290039,1178.290039,0
1994-02-24,1177.819946,1177.819946,1165.739990,1168.579956,1168.579956,0
1994-02-25,1167.189941,1167.189941,1150.050049,1161.010010,1161.010010,0
1994-02-28,1161.010010,1164.859985,1155.829956,1158.959961,1158.959961,0
1994-03-01,1159.420044,1159.420044,1152.780029,1155.729980,1155.729980,0
1994-03-02,1154.329956,1154.329956,1119.030029,1131.459961,1131.459961,0
1994-03-03,1132.150024,1141.239990,1131.890015,1137.599976,1137.599976,0
1994-03-04,1137.939941,1143.810059,1137.939941,1143.250000,1143.250000,0
1994-03-07,1143.250000,1154.880005,1143.250000,1152.630005,1152.630005,0
1994-03-08,1152.969971,1155.810059,1152.969971,1153.969971,1153.969971,0
1994-03-09,1153.849976,1153.849976,1149.089966,1153.140015,1153.140015,0
1994-03-10,1153.369995,1157.650024,1153.369995,1157.209961,1157.209961,0
1994-03-11,1156.630005,1156.630005,1151.819946,1152.430054,1152.430054,0
1994-03-14,1152.430054,1160.790039,1152.430054,1157.739990,1157.739990,0
1994-03-15,1157.800049,1164.849976,1157.800049,1163.369995,1163.369995,0
1994-03-16,1163.369995,1171.510010,1163.369995,1169.609985,1169.609985,0
1994-03-17,1169.670044,1174.560059,1169.109985,1169.790039,1169.790039,0
1994-03-18,1169.319946,1169.319946,1162.589966,1163.890015,1163.890015,0
1994-03-21,1163.420044,1163.420044,1153.619995,1158.369995,1158.369995,0
1994-03-22,1158.310059,1159.819946,1154.770020,1155.349976,1155.349976,0
1994-03-23,1155.349976,1160.089966,1155.099976,1160.089966,1160.089966,0
1994-03-24,1160.089966,1161.109985,1155.689941,1155.689941,1155.689941,0
1994-03-25,1155.689941,1155.689941,1131.400024,1132.959961,1132.959961,0
1994-03-28,1132.959961,1133.489990,1129.790039,1131.800049,1131.800049,0
1994-03-29,1131.800049,1138.579956,1131.800049,1131.979980,1131.979980,0
1994-03-30,1131.290039,1131.290039,1116.729980,1120.500000,1120.500000,0
1994-03-31,1120.030029,1121.859985,1114.209961,1121.859985,1121.859985,0
1994-04-01,null,null,null,null,null,null
1994-04-04,null,null,null,null,null,null
1994-04-05,1121.739990,1121.739990,1105.670044,1113.569946,1113.569946,0
1994-04-06,1114.500000,1123.760010,1114.500000,1123.609985,1123.609985,0
1994-04-07,1124.069946,1129.359985,1122.410034,1129.359985,1129.359985,0
1994-04-08,1129.939941,1136.250000,1129.939941,1135.459961,1135.459961,0
1994-04-11,1135.920044,1142.430054,1135.920044,1142.030029,1142.030029,0
1994-04-12,1142.030029,1142.489990,1137.510010,1137.510010,1137.510010,0
1994-04-13,1137.630005,1137.630005,1128.420044,1132.680054,1132.680054,0
1994-04-14,1132.680054,1132.680054,1123.920044,1129.939941,1129.939941,0
1994-04-15,1129.939941,1134.569946,1129.729980,1133.079956,1133.079956,0
1994-04-18,1133.079956,1139.780029,1133.079956,1136.520020,1136.520020,0
1994-04-19,1136.280029,1136.280029,1116.689941,1116.689941,1116.689941,0
1994-04-20,1116.750000,1120.630005,1104.420044,1105.180054,1105.180054,0
1994-04-21,1105.359985,1109.479980,1102.089966,1105.310059,1105.310059,0
1994-04-22,1106.459961,1110.699951,1089.239990,1089.569946,1089.569946,0
1994-04-25,1088.760010,1088.760010,1067.449951,1067.920044,1067.920044,0
1994-04-26,1068.150024,1080.030029,1062.900024,1080.030029,1080.030029,0
1994-04-27,1080.949951,1093.420044,1080.949951,1084.729980,1084.729980,0
1994-04-28,1085.880005,1095.719971,1085.880005,1095.719971,1095.719971,0
1994-04-29,1095.489990,1095.489990,1089.750000,1092.310059,1092.310059,0
1994-05-02,1093.119995,1102.699951,1093.119995,1102.699951,1102.699951,0
1994-05-03,1103.739990,1110.540039,1103.739990,1108.079956,1108.079956,0
1994-05-04,1107.849976,1107.849976,1099.290039,1100.500000,1100.500000,0
1994-05-05,1100.500000,1100.500000,1081.780029,1084.000000,1084.000000,0
1994-05-06,1084.000000,1085.380005,1075.410034,1076.209961,1076.209961,0
1994-05-09,1075.890015,1075.890015,1053.709961,1053.859985,1053.859985,0
1994-05-10,1054.199951,1062.989990,1054.199951,1062.630005,1062.630005,0
1994-05-11,1062.569946,1073.130005,1062.569946,1065.770020,1065.770020,0
1994-05-12,null,null,null,null,null,null
1994-05-13,1065.650024,1070.790039,1065.650024,1067.630005,1067.630005,0
1994-05-16,1067.630005,1072.510010,1067.630005,1070.170044,1070.170044,0
